Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2024;01;84122900;999;230,370;13065,79
2024;01;84123110;205;s;s1
2024;01;84123110;208;s;s1
2024;01;84123110;209;s;s1
2024;01;84123110;212;s;s1
2024;01;84123110;221;s;s1
2024;01;84123110;222;s;s2
2024;01;84123110;412;s;s1
2024;01;84123110;999;632,870;18060,62
2024;01;84123190;202;s;s1
2024;01;84123190;203;s;s2
2024;01;84123190;212;s;s1
2024;01;84123190;216;s;s1
2024;01;84123900;202;s;s1
2024;01;84123900;203;s;s1
2024;01;84123900;205;s;s1
2024;01;84123900;212;s;s1
2024;01;84123900;222;s;s1
2024;01;84123900;225;s;s1
2024;01;84123900;333;s;s1
2024;01;84123900;501;s;s1
2024;01;84123900;504;s;s1
2024;01;84123900;999;218,530;15666,89
2024;01;84128000;207;s;s3
2024;01;84129080;203;1947,880;52301,58
2024;01;84129080;208;s;s2
2024;01;84129080;212;s;s1
2024;01;84129080;218;s;s3
2024;01;84129080;221;s;s1
2024;01;84129080;222;s;s1
2024;01;84129080;423;s;s1
2024;01;84129080;999;1323,870;44473,87
2024;01;84129090;202;s;s1
2024;01;84129090;203;7,660;676,95
2024;01;84129090;205;s;s1
2024;01;84129090;212;214,510;13494,56
2024;01;84129090;221;s;s2
2024;01;84129090;322;s;s2
2024;01;84129090;333;s;s1
2024;01;84129090;335;s;s1
2024;01;84129090;429;s;s1
2024;01;84129090;438;s;s1
2024;01;84129090;501;s;s1
2024;01;84129090;999;370,220;23972,06
2024;01;84131900;410;s;s1
2024;01;84132000;203;s;s3
2024;01;84132000;210;s;s1
2024;01;84132000;221;s;s1
2024;01;84132000;222;s;s1
2024;01;84132000;999;2417,970;50485,09
2024;01;84133010;202;s;s2
2024;01;84133010;203;s;s1
2024;01;84133010;208;s;s1
2024;01;84133010;210;s;s1
2024;01;84133010;212;s;s1
2024;01;84133010;225;s;s1
2024;01;84133010;412;s;s1
2024;01;84133010;999;902,290;29529,06
2024;01;84133020;203;2285,880;83928,09
2024;01;84133030;203;s;s2
2024;01;84133030;212;s;s1
2024;01;84133030;221;s;s1
2024;01;84133030;225;s;s2
2024;01;84133030;412;s;s1
2024;01;84133030;438;s;s2
2024;01;84133030;999;1663,260;33570,69
2024;01;84133090;202;s;s1
2024;01;84133090;203;2027,090;58379,76
2024;01;84133090;208;s;s2
2024;01;84133090;212;s;s1
2024;01;84133090;221;s;s1
2024;01;84133090;225;s;s3
2024;01;84133090;417;s;s1
2024;01;84133090;999;9833,160;127647,97
2024;01;84135010;210;s;s1
2024;01;84135010;212;s;s1
2024;01;84135010;225;s;s2
2024;01;84135010;412;s;s1
2024;01;84135010;999;754,490;18589,88
2024;01;84135090;203;31823,640;1243745,68
2024;01;84135090;205;s;s1
2024;01;84135090;208;s;s1
2024;01;84135090;212;s;s1
2024;01;84135090;218;s;s1
2024;01;84135090;221;s;s1
2024;01;84135090;222;s;s1
2024;01;84135090;225;s;s2
2024;01;84135090;423;s;s1
2024;01;84135090;999;497,410;22396,76
2024;01;84136011;203;8193,930;122101,69
2024;01;84136011;205;s;s3
2024;01;84136011;208;s;s1
2024;01;84136011;210;s;s2
2024;01;84136011;212;3559,510;117151,28
2024;01;84136011;436;s;s1
2024;01;84136011;999;1916,070;45049,33
2024;01;84136019;203;s;s1
2024;01;84136019;208;s;s2
2024;01;84136019;212;s;s1
2024;01;84136019;412;s;s1
2024;01;84136019;426;s;s2
2024;01;84136019;999;248,560;15910,70
2024;01;84136090;203;s;s1
2024;01;84136090;205;s;s3
2024;01;84136090;212;s;s2
2024;01;84136090;999;553,130;42710,32
2024;01;84137010;221;s;s2
2024;01;84137010;225;s;s3
2024;01;84137080;113;s;s1
2024;01;84137080;202;s;s2
2024;01;84137080;203;6060,360;133975,95
2024;01;84137080;205;s;s2
2024;01;84137080;208;s;s1
2024;01;84137080;218;s;s3
2024;01;84137080;221;s;s1
2024;01;84137080;225;4547,080;48698,52
2024;01;84137080;999;2879,560;48545,41
2024;01;84137090;202;s;s3
2024;01;84137090;203;s;s2
2024;01;84137090;205;s;s2
2024;01;84137090;208;s;s6
2024;01;84137090;218;s;s1
2024;01;84137090;221;s;s2
2024;01;84137090;225;s;s2
2024;01;84137090;999;86448,270;2659013,93
2024;01;84138100;203;1098,870;15152,49
2024;01;84138100;205;s;s1
2024;01;84138100;208;s;s1
2024;01;84138100;212;s;s2
2024;01;84138100;225;s;s1
2024;01;84138100;312;s;s1
2024;01;84138100;315;s;s1
2024;01;84138100;410;s;s1
2024;01;84138100;436;s;s1
2024;01;84138100;999;995,340;26008,64
2024;01;84138200;225;s;s1
2024;01;84139190;108;s;s3
2024;01;84139190;113;s;s4
2024;01;84139190;202;s;s1
2024;01;84139190;203;4824,180;74015,03
2024;01;84139190;205;28088,360;135659,37
2024;01;84139190;208;10006,460;66260,49
2024;01;84139190;210;8892,970;252097,01
2024;01;84139190;212;145208,880;842530,18
2024;01;84139190;218;s;s3
2024;01;84139190;221;150,690;3330,41
2024;01;84139190;225;510,150;27568,63
2024;01;84139190;328;s;s2
2024;01;84139190;331;s;s3
2024;01;84139190;429;s;s2
2024;01;84139190;999;109221,150;606960,76
2024;01;84139200;222;s;s1
2024;01;84141000;202;s;s1
2024;01;84141000;203;240,850;26377,54
2024;01;84141000;205;s;s1
2024;01;84141000;208;s;s2
2024;01;84141000;221;s;s1
2024;01;84141000;225;s;s1
2024;01;84141000;410;s;s1
2024;01;84141000;438;s;s3
2024;01;84141000;999;2017,520;60562,56
2024;01;84142000;203;s;s2
2024;01;84142000;208;s;s1
2024;01;84143011;221;s;s1
2024;01;84143019;225;s;s1
2024;01;84143091;202;s;s1
2024;01;84143091;203;s;s1
2024;01;84143091;412;s;s1
2024;01;84143091;417;s;s1
2024;01;84143091;999;98,530;3651,49
2024;01;84145910;205;s;s1
2024;01;84145910;221;s;s1
2024;01;84145910;225;s;s1
2024;01;84145910;312;s;s1
2024;01;84145910;999;6,750;3568,43
2024;01;84145990;159;s;s1
2024;01;84145990;203;687,420;12278,44
2024;01;84145990;205;s;s1
2024;01;84145990;206;s;s1
2024;01;84145990;208;s;s2
2024;01;84145990;212;s;s1
2024;01;84145990;219;s;s1
2024;01;84145990;221;97,490;3021,96
2024;01;84145990;225;s;s2
2024;01;84145990;331;s;s1
2024;01;84145990;406;s;s1
2024;01;84145990;412;s;s1
2024;01;84145990;417;s;s3
2024;01;84145990;999;3062,950;56934,25
2024;01;84148011;208;s;s2
2024;01;84148011;212;s;s1
2024;01;84148012;221;s;s1
2024;01;84148012;225;s;s2
2024;01;84148012;423;s;s1
2024;01;84148012;999;428,550;12010,97
2024;01;84148013;202;s;s1
2024;01;84148013;208;s;s3
2024;01;84148019;203;s;s1
2024;01;84148021;203;s;s2
2024;01;84148021;221;s;s2
2024;01;84148021;417;s;s2
2024;01;84148021;999;3184,260;35486,22
2024;01;84148029;212;s;s1
2024;01;84148031;131;s;s4
2024;01;84148031;202;s;s4
2024;01;84148031;203;s;s5
2024;01;84148039;212;s;s1
2024;01;84148090;202;s;s1
2024;01;84148090;221;s;s1
2024;01;84149010;203;s;s1
2024;01;84149010;222;s;s1
2024;01;84149020;203;89,480;1308,28
2024;01;84149020;205;s;s1
2024;01;84149020;208;s;s1
2024;01;84149020;210;s;s1
2024;01;84149020;212;s;s2
2024;01;84149020;221;s;s1
2024;01;84149020;225;s;s2
2024;01;84149020;423;s;s1
2024;01;84149020;999;752,120;18137,20
2024;01;84149031;203;s;s2
2024;01;84149031;212;s;s1
2024;01;84149031;222;s;s1
2024;01;84149031;315;s;s1
2024;01;84149031;331;s;s1
2024;01;84149031;999;190,030;21709,61
2024;01;84149032;203;s;s2
2024;01;84149032;212;s;s3
2024;01;84149032;218;s;s2
2024;01;84149032;222;s;s1
2024;01;84149032;315;s;s2
2024;01;84149032;331;s;s1
2024;01;84149032;410;s;s1
2024;01;84149032;999;67,820;63666,21
2024;01;84149034;131;s;s1
2024;01;84149034;203;s;s3
2024;01;84149034;212;s;s2
2024;01;84149034;222;s;s1
2024;01;84149034;304;s;s2
2024;01;84149034;315;s;s1
2024;01;84149034;406;s;s1
2024;01;84149034;410;s;s2
2024;01;84149034;999;241,740;90340,00
2024;01;84149039;203;s;s2
2024;01;84149039;212;s;s3
2024;01;84149039;218;s;s1
2024;01;84149039;222;s;s1
2024;01;84149039;315;s;s2
2024;01;84149039;406;s;s1
2024;01;84149039;410;s;s2
2024;01;84149039;412;s;s1
2024;01;84149039;999;4460,010;164182,23
2024;01;84152010;203;s;s1
2024;01;84152010;205;s;s1
2024;01;84152010;221;s;s1
2024;01;84152010;417;s;s1
2024;01;84152010;999;156,290;3139,51
2024;01;84159020;208;s;s1
2024;01;84159090;202;s;s1
2024;01;84159090;203;535,490;9792,73
2024;01;84159090;205;s;s2
2024;01;84159090;206;s;s1
2024;01;84159090;208;s;s1
2024;01;84159090;212;s;s1
2024;01;84159090;213;s;s1
2024;01;84159090;219;s;s1
2024;01;84159090;220;s;s1
2024;01;84159090;221;s;s1
2024;01;84159090;222;s;s1
2024;01;84159090;225;s;s1
2024;01;84159090;417;s;s1
2024;01;84159090;999;753,030;23829,80
2024;01;84161000;225;s;s1
2024;01;84161000;310;s;s3
2024;01;84162010;202;s;s2
2024;01;84162010;221;s;s2
2024;01;84172000;225;s;s3
2024;01;84178090;208;s;s3
2024;01;84181000;225;s;s2
2024;01;84183000;225;s;s1
2024;01;84184000;205;s;s1
2024;01;84184000;225;s;s1
2024;01;84184000;423;s;s2
2024;01;84184000;426;s;s1
2024;01;84184000;999;487,100;14907,71
2024;01;84185010;208;s;s1
2024;01;84185090;159;s;s5
2024;01;84185090;205;s;s1
2024;01;84185090;221;s;s2
2024;01;84186100;202;s;s1
2024;01;84186100;221;s;s1
2024;01;84186999;208;s;s3
2024;01;84186999;212;s;s1
2024;01;84186999;221;s;s3
2024;01;84186999;438;s;s1
2024;01;84186999;999;5330,760;158510,34
2024;01;84189100;208;s;s2
2024;01;84189100;226;s;s3
2024;01;84189900;159;s;s1
2024;01;84189900;203;30072,160;548372,16
2024;01;84189900;205;s;s1
2024;01;84189900;208;323,950;4811,00
2024;01;84189900;212;s;s1
2024;01;84189900;221;s;s3
2024;01;84189900;999;2589,570;42130,32
2024;01;84191900;202;s;s4
2024;01;84193400;202;s;s4
2024;01;84193900;205;s;s3
2024;01;84193900;225;s;s1
2024;01;84194090;218;s;s1
2024;01;84195010;159;s;s2
2024;01;84195010;203;s;s2
2024;01;84195010;205;s;s1
2024;01;84195010;208;s;s1
2024;01;84195010;212;s;s1
2024;01;84195010;221;s;s1
2024;01;84195010;417;s;s1
2024;01;84195010;999;2023,010;29167,24
2024;01;84195021;203;s;s3
2024;01;84195021;212;s;s2
2024;01;84195021;999;644,400;52587,77
2024;01;84195090;212;s;s1
2024;01;84195090;315;s;s1
2024;01;84195090;406;s;s1
2024;01;84195090;999;78,610;2727,85
2024;01;84196000;203;s;s5
2024;01;84198190;159;s;s4
2024;01;84198190;208;s;s3
2024;01;84198190;218;s;s3
2024;01;84198190;221;s;s2
2024;01;84198190;225;s;s2
2024;01;84198919;149;s;s1
2024;01;84198919;203;s;s4
2024;01;84198919;218;s;s4
2024;01;84198940;205;s;s2
2024;01;84198940;208;s;s2
2024;01;84198940;209;s;s2
2024;01;84198940;210;s;s3
2024;01;84198940;221;s;s3
2024;01;84198940;225;s;s1
2024;01;84198940;999;7215,590;180015,05
2024;01;84198999;202;s;s1
2024;01;84198999;203;33026,380;913550,37
2024;01;84198999;205;s;s1
2024;01;84198999;206;s;s1
2024;01;84198999;212;s;s1
2024;01;84198999;213;s;s1
2024;01;84198999;219;s;s1
2024;01;84198999;221;1116,070;41242,59
2024;01;84198999;222;s;s1
2024;01;84198999;225;s;s4
2024;01;84198999;226;s;s3
2024;01;84198999;309;s;s2
2024;01;84198999;310;s;s2
2024;01;84198999;315;s;s2
2024;01;84198999;321;s;s1
2024;01;84198999;331;s;s1
2024;01;84198999;406;s;s4
2024;01;84198999;417;s;s2
2024;01;84198999;423;s;s1
2024;01;84198999;435;s;s1
2024;01;84198999;999;45138,820;488474,67
2024;01;84199010;202;s;s1
2024;01;84199031;221;s;s1
2024;01;84199039;205;s;s2
2024;01;84199039;221;s;s1
2024;01;84199040;225;s;s1
2024;01;84199040;309;s;s1
2024;01;84199090;204;s;s1
2024;01;84199090;222;s;s1
2024;01;84199090;225;s;s4
2024;01;84199090;226;s;s1
2024;01;84199090;406;s;s1
2024;01;84199090;999;12726,400;161349,77
2024;01;84211210;426;s;s3
2024;01;84211290;208;s;s3
2024;01;84211910;203;s;s2
2024;01;84211910;221;s;s1
2024;01;84212100;113;s;s1
2024;01;84212100;202;s;s2
2024;01;84212100;203;s;s2
2024;01;84212100;208;s;s4
2024;01;84212100;218;s;s2
2024;01;84212100;221;s;s2
2024;01;84212100;225;2641,770;42751,76
2024;01;84212100;410;s;s2
2024;01;84212100;999;30961,800;240069,27
2024;01;84212300;202;s;s2
2024;01;84212300;203;1397,020;22559,43
2024;01;84212300;208;s;s2
2024;01;84212300;210;s;s1
2024;01;84212300;212;s;s4
2024;01;84212300;215;s;s1
2024;01;84212300;221;s;s2
2024;01;84212300;225;s;s1
2024;01;84212300;352;s;s1
2024;01;84212300;406;s;s1
2024;01;84212300;412;s;s1
2024;01;84212300;423;s;s3
2024;01;84212300;424;s;s3
2024;01;84212300;426;s;s1
2024;01;84212300;436;s;s1
2024;01;84212300;999;17382,060;306771,52
2024;01;84212990;131;s;s1
2024;01;84212990;202;s;s1
2024;01;84212990;203;601,210;24171,04
2024;01;84212990;205;s;s1
2024;01;84212990;208;s;s1
2024;01;84212990;212;s;s1
2024;01;84212990;213;s;s3
2024;01;84212990;221;s;s2
2024;01;84212990;225;271,820;11210,50
2024;01;84212990;304;s;s1
2024;01;84212990;352;s;s1
2024;01;84212990;412;s;s1
2024;01;84212990;417;s;s1
2024;01;84212990;999;3518,920;127737,33
2024;01;84213100;202;s;s1
2024;01;84213100;203;2443,990;39885,56
2024;01;84213100;205;s;s1
2024;01;84213100;208;s;s1
2024;01;84213100;210;s;s1
2024;01;84213100;215;s;s1
2024;01;84213100;221;s;s1
2024;01;84213100;222;s;s1
2024;01;84213100;225;s;s2
2024;01;84213100;316;s;s2
2024;01;84213100;352;s;s1
2024;01;84213100;406;s;s1
2024;01;84213100;417;s;s1
2024;01;84213100;423;s;s1
2024;01;84213100;426;s;s1
2024;01;84213100;999;658,630;30277,32
2024;01;84213200;203;10740,080;427273,58
2024;01;84213200;221;s;s1
2024;01;84213200;225;s;s1
2024;01;84213200;412;s;s2
2024;01;84213200;999;583,170;10706,36
2024;01;84213910;222;s;s1
2024;01;84213990;120;s;s1
2024;01;84213990;202;s;s1
2024;01;84213990;203;799,340;23523,47
2024;01;84213990;205;384,320;19784,07
2024;01;84213990;208;s;s1
2024;01;84213990;212;s;s1
2024;01;84213990;215;s;s1
2024;01;84213990;218;s;s1
2024;01;84213990;220;s;s1
2024;01;84213990;221;336,300;24082,23
2024;01;84213990;222;195,460;14569,78
2024;01;84213990;225;415,620;34704,39
2024;01;84213990;312;s;s1
2024;01;84213990;406;s;s1
2024;01;84213990;410;s;s1
2024;01;84213990;417;s;s2
2024;01;84213990;423;s;s1
2024;01;84213990;999;246,160;24176,24
2024;01;84219110;208;s;s2
2024;01;84219110;221;s;s1
2024;01;84219199;213;s;s1
2024;01;84219910;202;s;s1
2024;01;84219910;203;3,270;230,92
2024;01;84219910;204;s;s1
2024;01;84219910;205;s;s2
2024;01;84219910;208;378,940;11359,97
2024;01;84219910;209;s;s1
2024;01;84219910;212;s;s1
2024;01;84219910;213;s;s1
2024;01;84219910;218;s;s1
2024;01;84219910;219;s;s1
2024;01;84219910;221;844,950;24959,87
2024;01;84219910;222;s;s1
2024;01;84219910;225;s;s1
2024;01;84219910;406;s;s1
2024;01;84219910;412;s;s1
2024;01;84219910;423;s;s1
2024;01;84219910;426;s;s1
2024;01;84219910;999;742,570;31454,07
2024;01;84219999;113;s;s1
2024;01;84219999;202;568,330;16347,90
2024;01;84219999;203;20170,820;146141,17
2024;01;84219999;205;s;s2
2024;01;84219999;208;2085,550;49020,68
2024;01;84219999;210;s;s1
2024;01;84219999;212;17224,190;326111,36
2024;01;84219999;218;s;s3
2024;01;84219999;219;s;s1
2024;01;84219999;220;s;s2
2024;01;84219999;221;2758,810;78109,71
2024;01;84219999;222;s;s3
2024;01;84219999;225;493,730;14656,42
2024;01;84219999;328;s;s1
2024;01;84219999;406;s;s1
2024;01;84219999;410;s;s1
2024;01;84219999;412;s;s2
2024;01;84219999;417;s;s1
2024;01;84219999;423;s;s1
2024;01;84219999;424;s;s2
2024;01;84219999;999;7836,050;143402,94
2024;01;84222000;222;s;s2
2024;01;84223010;203;s;s1
2024;01;84223021;131;s;s3
2024;01;84223029;202;s;s5
2024;01;84223029;203;s;s3
2024;01;84223029;209;s;s1
2024;01;84223029;212;s;s3
2024;01;84223029;221;s;s2
2024;01;84223029;225;s;s3
2024;01;84223029;999;11857,910;963100,61
2024;01;84224090;142;s;s3
2024;01;84224090;203;s;s3
2024;01;84224090;205;s;s3
2024;01;84224090;215;s;s4
2024;01;84224090;216;s;s4
2024;01;84224090;218;s;s4
2024;01;84224090;219;s;s2
2024;01;84224090;999;8416,730;903967,96
2024;01;84229090;131;s;s3
2024;01;84229090;142;s;s1
2024;01;84229090;203;s;s2
2024;01;84229090;205;s;s1
2024;01;84229090;206;s;s1
2024;01;84229090;208;244,890;78443,29
2024;01;84229090;209;s;s2
2024;01;84229090;211;s;s3
2024;01;84229090;212;s;s2
2024;01;84229090;213;462,670;40082,77
2024;01;84229090;215;s;s2
2024;01;84229090;218;30,080;6444,82
2024;01;84229090;219;s;s1
2024;01;84229090;220;s;s1
2024;01;84229090;221;s;s2
2024;01;84229090;222;s;s2
2024;01;84229090;225;643,900;110675,00
2024;01;84229090;999;1419,160;219083,45
2024;01;84233011;202;s;s4
2024;01;84233011;221;s;s2
2024;01;84233019;222;s;s3
2024;01;84233090;203;s;s2
2024;01;84233090;205;s;s2
2024;01;84238110;208;s;s2
2024;01;84238110;218;s;s3
2024;01;84238110;220;s;s2
2024;01;84238110;225;s;s2
2024;01;84238190;218;s;s1
2024;01;84238190;225;s;s1
2024;01;84239029;203;s;s3
2024;01;84239029;205;s;s1
2024;01;84239029;208;s;s1
2024;01;84239029;220;s;s1
2024;01;84239029;221;s;s2
2024;01;84239029;225;s;s3
2024;01;84239029;999;2106,190;129807,63
2024;01;84241000;208;s;s1
2024;01;84242000;208;s;s2
2024;01;84242000;225;s;s2
2024;01;84243090;205;s;s3
2024;01;84244900;203;s;s4
2024;01;84248229;222;s;s1
2024;01;84248910;203;s;s4
2024;01;84248910;205;s;s1
2024;01;84248910;221;s;s1
2024;01;84248910;222;s;s1
2024;01;84248910;999;12187,320;167435,80
2024;01;84248990;159;s;s2
2024;01;84248990;202;s;s1
2024;01;84248990;203;s;s2
2024;01;84248990;204;s;s3
2024;01;84248990;205;s;s4
2024;01;84248990;208;s;s2
2024;01;84248990;210;s;s2
2024;01;84248990;211;s;s3
2024;01;84248990;214;s;s4
2024;01;84248990;221;s;s2
2024;01;84248990;222;s;s3
2024;01;84248990;225;s;s1
2024;01;84248990;226;s;s1
2024;01;84248990;999;20633,950;682769,89
2024;01;84249010;203;283405,690;2185268,05
2024;01;84249010;208;s;s3
2024;01;84249010;212;s;s3
2024;01;84249010;218;s;s3
2024;01;84249010;221;s;s2
2024;01;84249010;225;s;s2
2024;01;84249010;310;s;s2
2024;01;84249010;412;s;s2
2024;01;84249010;424;s;s2
2024;01;84249010;999;23187,590;211310,22
2024;01;84249090;202;s;s1
2024;01;84249090;203;2333,970;76795,98
2024;01;84249090;205;s;s4
2024;01;84249090;208;s;s3
2024;01;84249090;210;s;s2
2024;01;84249090;212;s;s1
2024;01;84249090;218;s;s1
2024;01;84249090;221;s;s2
2024;01;84249090;222;s;s2
2024;01;84249090;225;s;s1
2024;01;84249090;226;s;s2
2024;01;84249090;999;4554,880;230521,48
2024;01;84251100;218;s;s3
2024;01;84251100;221;s;s1
2024;01;84251910;203;s;s1
2024;01;84251910;205;s;s1
2024;01;84251910;218;s;s2
2024;01;84251910;220;s;s1
2024;01;84251910;221;794,140;12882,67
2024;01;84251910;999;3830,850;28355,15
2024;01;84253110;221;s;s1
2024;01;84253910;221;s;s1
2024;01;84254100;208;s;s1
2024;01;84254910;203;s;s2
2024;01;84254910;205;s;s1
2024;01;84254910;206;s;s1
2024;01;84254910;208;s;s1
2024;01;84254910;210;s;s1
2024;01;84254910;213;s;s1
2024;01;84254910;218;s;s1
2024;01;84254910;219;s;s1
2024;01;84254910;221;s;s1
2024;01;84254910;222;s;s1
2024;01;84254910;225;s;s1
2024;01;84254910;999;5574,210;23663,29
2024;01;84279000;208;s;s1
2024;01;84281000;202;s;s2
2024;01;84281000;212;s;s4
2024;01;84282090;202;s;s2
2024;01;84282090;221;s;s3
2024;01;84283300;221;s;s2
2024;01;84283300;225;s;s3
2024;01;84283910;202;s;s3
2024;01;84283910;225;s;s2
2024;01;84283920;225;s;s2
2024;01;84283990;131;s;s3
2024;01;84283990;218;s;s2
2024;01;84283990;220;s;s1
2024;01;84283990;999;8309,410;87465,28
2024;01;84289090;203;s;s1
2024;01;84289090;212;s;s4
2024;01;84289090;221;s;s1
2024;01;84289090;225;3283,660;139249,09
2024;01;84289090;999;2145,550;250181,20
2024;01;84306990;333;s;s1
2024;01;84311010;203;s;s1
2024;01;84311010;205;s;s1
2024;01;84311010;206;s;s1
2024;01;84311010;208;s;s1
2024;01;84311010;213;s;s1
2024;01;84311010;218;s;s1
2024;01;84311010;220;s;s1
2024;01;84311010;221;s;s1
2024;01;84311010;222;s;s1
2024;01;84311010;225;s;s1
2024;01;84311010;438;s;s1
2024;01;84313110;202;s;s1
2024;01;84313110;210;s;s3
2024;01;84313110;212;s;s4
2024;01;84313900;202;s;s2
2024;01;84313900;203;s;s1
2024;01;84313900;205;s;s1
2024;01;84313900;208;5269,520;61160,37
2024;01;84313900;212;882,140;12325,69
2024;01;84313900;424;s;s2
2024;01;84313900;999;3521,820;29293,66
2024;01;84314310;202;s;s3
2024;01;84314310;203;s;s3
2024;01;84314310;205;s;s3
2024;01;84314310;218;s;s2
2024;01;84314310;999;37908,000;185897,72
2024;01;84314390;202;s;s3
2024;01;84314390;203;s;s3
2024;01;84314390;205;30652,660;190800,36
2024;01;84314390;208;s;s2
2024;01;84314390;212;s;s3
2024;01;84314390;218;s;s3
2024;01;84314390;222;s;s2
2024;01;84314390;315;s;s1
2024;01;84314390;331;s;s2
2024;01;84314390;333;s;s1
2024;01;84314390;406;s;s1
2024;01;84314390;423;s;s1
2024;01;84314390;426;s;s1
2024;01;84314390;429;s;s2
2024;01;84314390;999;14863,020;304378,47
2024;01;84314910;218;s;s3
2024;01;84314929;203;s;s3
2024;01;84314929;205;s;s3
2024;01;84314929;212;s;s2
2024;01;84314929;406;s;s1
2024;01;84314929;412;s;s1
2024;01;84314929;423;s;s1
2024;01;84314929;999;8425,400;134523,26
2024;01;84322900;221;s;s3
2024;01;84323110;113;s;s3
2024;01;84323110;159;s;s3
2024;01;84323110;225;s;s3
2024;01;84323110;407;s;s5
2024;01;84323110;999;96217,070;1263092,09
2024;01;84324200;225;s;s3
2024;01;84329000;113;s;s1
2024;01;84329000;202;s;s1
2024;01;84329000;203;27526,860;110689,61
2024;01;84329000;204;s;s3
2024;01;84329000;212;15927,720;97863,66
2024;01;84329000;221;s;s2
2024;01;84329000;225;s;s2
2024;01;84329000;352;s;s2
2024;01;84329000;407;s;s3
2024;01;84329000;410;s;s3
2024;01;84329000;427;s;s2
2024;01;84329000;436;s;s3
2024;01;84329000;445;s;s3
2024;01;84329000;501;s;s3
2024;01;84329000;999;109971,270;555450,12
2024;01;84331100;221;s;s3
2024;01;84331100;225;s;s3
2024;01;84331900;205;s;s4
2024;01;84333000;221;s;s4
2024;01;84334000;225;s;s3
2024;01;84335100;202;s;s2
2024;01;84335990;202;s;s1
2024;01;84335990;221;s;s3
2024;01;84335990;225;s;s3
2024;01;84335990;999;10625,240;125052,46
2024;01;84336010;225;s;s3
2024;01;84336090;208;s;s4
2024;01;84339010;212;s;s1
2024;01;84339010;221;s;s1
2024;01;84339090;131;s;s1
2024;01;84339090;149;s;s2
2024;01;84339090;159;s;s2
2024;01;84339090;202;s;s3
2024;01;84339090;203;74971,540;389349,55
2024;01;84339090;208;4627,110;19496,22
2024;01;84339090;212;s;s3
2024;01;84339090;221;s;s3
2024;01;84339090;225;1032,540;15670,22
2024;01;84339090;412;s;s2
2024;01;84339090;445;s;s3
2024;01;84339090;999;12396,270;243051,35
2024;01;84341000;202;s;s1
2024;01;84342090;225;s;s2
2024;01;84349000;202;s;s1
2024;01;84349000;221;s;s2
2024;01;84361000;203;s;s2
2024;01;84362900;202;s;s3
2024;01;84369100;202;s;s2
2024;01;84369900;212;s;s1
2024;01;84369900;225;s;s1
2024;01;84371000;202;s;s3
2024;01;84371000;203;s;s2
2024;01;84378090;221;s;s2
2024;01;84378090;225;s;s2
2024;01;84379000;202;s;s2
2024;01;84379000;208;s;s2
2024;01;84379000;445;s;s1
2024;01;84379000;999;374,920;16558,84
2024;01;84381000;212;s;s2
2024;01;84381000;221;s;s3
2024;01;84381000;223;s;s2
2024;01;84381000;225;s;s3
2024;01;84381000;410;s;s1
2024;01;84381000;999;3753,090;123699,56
2024;01;84385000;149;s;s3
2024;01;84385000;203;s;s2
2024;01;84385000;208;s;s2
2024;01;84385000;218;s;s2
2024;01;84385000;226;s;s3
2024;01;84385000;410;s;s2
2024;01;84385000;999;7153,140;133635,26
2024;01;84386000;127;s;s3
2024;01;84386000;208;s;s3
2024;01;84388090;208;s;s1
2024;01;84388090;212;s;s2
2024;01;84388090;225;s;s2
2024;01;84388090;410;s;s2
2024;01;84388090;999;828,890;41559,12
2024;01;84389000;149;s;s1
2024;01;84389000;208;s;s2
2024;01;84389000;221;s;s1
2024;01;84389000;410;s;s1
2024;01;84389000;999;2736,990;8499,51
2024;01;84399990;225;s;s5
2024;01;84409000;225;s;s1
2024;01;84419000;208;s;s1
2024;01;84425000;221;s;s1
2024;01;84431310;203;s;s2
2024;01;84433231;426;s;s1
2024;01;84433299;220;s;s1
2024;01;84433299;221;s;s1
2024;01;84433299;225;s;s1
2024;01;84433299;999;68,740;6251,27
2024;01;84439199;205;s;s3
2024;01;84439199;208;s;s2
2024;01;84439922;203;s;s1
2024;01;84439929;203;s;s1
2024;01;84439929;225;s;s1
2024;01;84439941;220;s;s1
2024;01;84439942;225;s;s1
2024;01;84439990;208;s;s1
2024;01;84440020;203;s;s1
2024;01;84463030;331;s;s2
2024;01;84501100;202;s;s3
2024;01;84501100;203;s;s5
2024;01;84501100;225;s;s3
2024;01;84501900;221;s;s2
2024;01;84509090;221;s;s1
2024;01;84509090;225;s;s2
2024;01;84532000;222;s;s2
2024;01;84552210;218;s;s3
2024;01;84553010;203;s;s4
2024;01;84553010;212;s;s5
2024;01;84553010;218;s;s4
2024;01;84559000;203;s;s2
2024;01;84559000;225;s;s2
2024;01;84571000;203;s;s3
2024;01;84581199;203;s;s2
2024;01;84624900;208;s;s2
2024;01;84633000;203;s;s1
2024;01;84641000;203;s;s3
2024;01;84659120;225;s;s3
2024;01;84662010;302;s;s2
2024;01;84669100;221;s;s1
2024;01;84669319;310;s;s1
2024;01;84669320;212;s;s3
2024;01;84669330;204;s;s2
2024;01;84669330;212;s;s2
2024;01;84669490;208;s;s2
2024;01;84669490;212;s;s3
2024;01;84669490;221;s;s2
2024;01;84669490;222;s;s1
2024;01;84669490;999;646,350;47209,54
2024;01;84671900;203;s;s1
